EXTRELNO,NAME1TITLE,POSTCODE,LANGUACODE
0013383,HM,9800,NL
0013396,HM,3800,NL
0013402,HR,9660,NL
0013412,HM,3290,NL
0013414,MW,9500,NL
0013419,HR,8730,NL
0013420,HM,8210,NL
0013425,HM,1740,NL
0013438,HR,8500,NL
0013440,MW,8400,NL
0013446,MW,2030,NL
0013448,HR,7061,FR
0013459,HR,9031,NL
0013465,HM,2630,NL
0013466,HM,3910,NL
0013468,MW,3210,NL
0013469,HM,2820,NL
0013472,MW,9160,NL
0013475,HM,2018,NL
0013486,HR,7160,FR
0013491,HM,2980,NL
0013495,HM,9400,NL
0013499,HM,2640,NL
0013503,HM,2930,NL
0013509,HM,2600,NL
0013510,MW,9200,NL
0013515,HM,9100,NL
0013519,HR,2500,NL
0013526,MW,1457,FR
0013529,MW,2000,NL
0013539,HM,9450,NL
0013543,MW,1910,NL
0013547,MW,1050,NL
0013550,HM,9660,NL
0013556,HM,2950,NL
0013558,HM,1850,NL
0013562,HM,3990,NL
0013563,MW,2960,NL
0013565,HM,2660,NL
0013571,,8500,NL
0013578,MW,2500,NL
0013585,FA,3020,NL
0013587,FA,2560,NL
0013590,HR,8400,NL
0013591,MW,2150,NL
0013592,MW,2018,NL
0013595,HR,3583,NL
0013612,MW,9230,NL
0013613,FA,2940,NL
0013618,HM,8573,NL
0013621,MW,8750,NL
0013622,MW,2640,NL
0013632,HM,3511,NL
0013641,MW,2300,NL
0013643,HM,2900,NL
0013650,HR,2180,NL
0013653,HR,1930,NL
0013654,HM,9820,NL
0013655,MW,3670,NL
0013663,MW,2900,NL
0013674,HM,2490,NL
0013675,HM,2820,NL
0013681,FA,1755,NL
0013705,HM,1473,FR
0013712,MW,3118,NL
0013729,FA,2180,NL
0013739,HM,3500,NL
0013743,MW,8770,NL
0013744,MW,9000,NL
0013746,HM,2070,NL
0013747,HM,3850,NL
0013750,HM,2381,NL
0013756,HR,2140,NL
0013762,HR,1650,NL
0013776,MW,2180,NL
0013779,HR,2960,NL
0013785,HR,2170,NL
0013786,HM,9620,NL
0013792,HR,9180,NL
0013801,MW,9280,NL
0013803,HM,2000,NL
0013808,,8020,NL
0013809,HM,2930,NL
0013812,HM,3500,NL
0013817,HM,2260,NL
0013822,HM,8400,NL
0013845,HM,2018,NL
0013846,HM,8420,NL
0013852,HR,2547,NL
0013857,HM,2322,NL
0013858,HR,2640,NL
0013859,HR,8510,NL
0013862,HM,3360,NL
0013873,MW,3200,NL
0013876,HR,2570,NL
0013885,MW,1950,FR
0013889,HM,2900,NL
0013911,HM,2100,NL
0013913,HM,8710,NL
0013915,HM,8340,NL
0013918,MW,2222,NL
0013926,MW,2040,NL
0013927,HM,1785,NL
0013928,HR,1742,NL
0013941,MW,9040,NL
0013944,HM,8200,NL
0013949,HR,9000,NL
0013967,HR,9270,NL
0013969,MW,3530,NL
0013972,HR,8860,NL
0013973,HR,9120,NL
0013977,HM,8970,NL
0013978,HM,3770,NL
0013986,HM,3010,NL
0013989,HR,2140,NL
0013993,HR,2300,NL
0013994,MW,2960,NL
0013996,HR,3020,NL
0014006,HM,2288,NL
0014009,HR,1932,NL
0014019,MW,3360,NL
0014025,MW,2650,NL
0014029,HM,2840,NL
0014036,HM,3600,NL
0014038,MW,1930,NL
0014047,MW,3582,NL
0014054,HR,7061,FR
0014059,MW,8400,NL
0014065,HM,3150,NL
0014073,MW,9230,NL
0014074,MW,2990,NL
0014077,,9000,NL
0014081,HM,9200,NL
0014083,MW,2310,NL
0014084,MW,2000,NL
0014086,HR,3530,NL
0014089,MW,3630,NL
0014097,JU,9900,NL
0014100,MW,2600,NL
0014101,HM,9190,NL
0014108,MW,9820,NL
0014111,FA,2910,NL
0014113,HR,2160,NL
0014116,HM,2547,NL
0014119,FA,1780,NL
0014121,MW,1070,NL
0014124,MW,9667,NL
0014126,HR,1150,NL
0014127,HM,9820,NL
0014132,MW,1820,NL
0014139,FA,2100,NL
0014149,HR,2660,NL
0014160,MW,3140,NL
0014172,HR,2840,NL
0014176,HR,3800,NL
0014177,HM,8310,NL
0014178,HM,9600,NL
0014179,HM,2260,NL
0014182,HR,3078,NL
0014185,MW,2540,NL
0014186,MW,1840,NL
0014192,HR,2940,NL
0014197,FA,1785,NL
0014202,HR,2243,NL
0014204,MW,8840,NL
0014209,HR,8501,NL
0014211,HM,2840,NL
0014216,HR,8610,NL
0014218,MW,9470,NL
0014222,HM,2260,NL
0014229,HM,2590,NL
0014230,HR,2930,NL
0014231,MW,2000,NL
0014238,JU,2800,NL
0014255,HM,9800,NL
0014267,HM,2547,NL
0014288,MW,2530,NL
0014290,HR,8940,NL
0014292,HR,9320,NL
0014309,HM,,FR
0014312,HM,2180,NL
0014318,HR,3512,NL
0014321,HR,2060,NL
0014324,HM,2540,NL
0014325,HM,8791,NL
0014327,FA,1840,NL
0014330,HR,3800,NL
0014331,HM,2950,NL
0014338,HM,8670,NL
0014339,HM,1000,NL
0014340,HM,9550,NL
0014342,HR,3080,NL
0014345,MW,8420,NL
0014348,HR,9620,NL
0014349,MW,2800,NL
0014352,MW,3800,NL
0014357,,3090,NL
0014358,HR,8301,NL
0014363,HM,1500,NL
0014366,HR,8860,NL
0014367,MW,3520,NL
0014368,HM,3960,NL
0014371,HM,3550,NL
0014379,HR,9100,NL
0014386,HM,3221,NL
0014390,HM,2340,FR
0014393,HR,6700,FR
0014404,HM,2540,NL
0014408,HR,3360,NL
0014410,,2850,NL
0014422,HR,8000,NL
0014433,HR,2100,NL
0014436,HR,2370,NL
0014439,MW,3511,NL
0014443,HR,1470,FR
0014456,HM,1640,NL
0014462,MW,3850,NL
0014465,MW,1745,NL
0014466,HM,3721,NL
0014470,HR,2340,NL
0014475,HM,3500,NL
0014482,HM,3550,NL
0014483,MW,9200,NL
0014490,MW,1860,NL
0014493,HR,3370,NL
0014498,HM,3080,NL
0014500,HR,1755,NL
0014507,HM,9250,NL
0014508,HR,9700,NL
0014522,HR,2930,NL
0014526,FA,8730,NL
0014528,HM,8540,NL
0014529,HR,9800,NL
0014534,HM,3690,NL
0014536,MW,9100,NL
0014538,HR,9850,NL
0014548,HR,8340,NL
0014549,MW,8420,NL
0014551,HM,3272,NL
0014560,MW,5000,NL
0014563,HM,2820,NL
0014565,HR,2970,NL
0014570,HM,2140,NL
0014573,HR,2060,NL
0014574,HM,3630,NL
0014575,MW,9031,NL
0014580,HM,9031,NL
0014581,HM,8400,NL
0014582,HM,9000,NL
0014589,HM,8000,NL
0014592,FA,8310,NL
0014593,HM,2400,NL
0014598,HR,3550,NL
0014599,FA,2390,NL
0014606,MW,3320,NL
0014608,HR,9070,NL
0014609,FA,1670,NL
0014625,HR,9052,NL
0014628,HR,1745,NL
0014631,MW,9230,NL
0014640,FA,2950,NL
0014644,MW,8370,NL
0014650,MW,8560,NL
0014657,HR,2520,NL
0014658,MW,8620,NL
0014659,HM,3910,NL
0014660,MW,9070,NL
0014668,MW,2520,NL
0014679,MW,3570,NL
0014687,FA,2250,NL
0014693,MW,8400,NL
0014696,HR,2990,NL
0014710,FA,2170,NL
0014712,HR,1860,NL
0014713,HM,2650,NL
0014720,MW,8400,NL
0014721,FA,3970,NL
0014736,HR,9250,NL
0014742,MW,2040,NL
0014743,HM,2820,NL
0014746,HR,7700,NL
0014750,HM,6044,FR
0014753,MW,2300,NL
0014756,HM,2000,NL
0014757,HM,2070,NL
0014760,HR,1860,NL
0014761,FA,2440,NL
0014770,HM,1600,NL
0014771,HR,2018,NL
0014776,HM,9100,NL
0014780,HM,2580,NL
0014784,MW,3631,NL
0014789,HM,9000,NL
0014792,MW,2870,NL
0014794,,2600,NL
0014795,MW,8552,NL
0014802,HM,9160,NL
0014805,HR,2221,NL
0014806,HM,3010,NL
0014814,MW,1860,NL
0014815,HM,2660,NL
0014816,HR,2170,NL
0014820,HM,9240,NL
0014825,HR,9310,NL
0014826,MW,9160,NL
0014834,HM,2460,NL
0014836,MW,3670,NL
0014841,MW,2590,NL
0014854,HR,5070,FR
0014863,HR,8300,NL
0014868,HM,1080,NL
0014869,HR,3560,NL
0014872,MW,2920,NL
0014888,HR,2970,NL
0014890,HM,3945,NL
0014893,HR,2850,NL
0014894,HM,2180,NL
0014895,HM,2430,NL
0014904,HM,2800,NL
0014908,MW,1980,NL
0014912,HR,9032,NL
0014913,MW,2930,NL
0014921,HR,8840,NL
0014922,MW,2431,NL
0014923,HR,1910,NL
0014927,HR,8570,NL
0014959,HR,,FR
0014964,HR,8870,NL
0014968,HM,1853,NL
0014981,MW,2018,NL
0014983,MW,2640,NL
0014988,HM,1970,NL
0014991,HR,9000,NL
0014993,HM,1730,NL
0014994,MW,2800,NL
0014997,HM,2820,NL
0015010,HR,3770,NL
0015015,HR,9185,NL
0015017,MW,9200,NL
0015020,MW,2018,NL
0015022,HM,1880,NL
0015026,HM,2910,NL
0015027,HM,9820,NL
0015033,MW,9070,NL
0015034,HM,8531,NL
0015043,HM,2000,NL
0015044,MW,3130,NL
0015045,HM,3053,NL
0015048,HM,3590,NL
0015051,HR,8620,NL
0015055,HM,9750,NL
0015056,HR,2460,NL
0015060,MW,3500,NL
0015068,HR,1190,FR
0015069,HM,5004,FR
0015070,HR,1350,FR
0015080,HM,1980,NL
0015084,HR,8580,NL
0015088,HR,2030,NL
0015089,MW,8800,NL
0015098,MW,2240,NL
0015099,MW,8434,NL
0015102,HR,8377,NL
0015104,MW,9000,NL
0015107,HR,1500,NL
0015110,HR,8310,NL
0015112,HR,2600,NL
0015117,HR,2160,NL
0015121,MW,3300,NL
0015126,HR,8700,NL
0015128,HR,9200,NL
0015131,MW,3000,NL
0015138,MW,2020,NL
0015139,HM,2500,NL
0015144,HR,1703,NL
0015145,HR,1502,NL
0015150,HM,3980,NL
0015161,MW,3010,NL
0015164,MW,2540,NL
0015172,HR,8211,NL
0015174,HR,2980,NL
0015176,HM,3680,NL
0015180,HM,3690,NL
0015181,HM,9000,NL
0015187,FA,2430,NL
0015190,HR,8200,NL
0015206,HM,8340,NL
0015207,HM,2200,NL
0015219,HM,8670,NL
0015220,HR,2490,NL
0015227,HM,8400,NL
0015229,HR,3001,NL
0015237,MW,9000,NL
0015238,HR,2330,NL
0015243,MW,8930,NL
0015244,HM,9820,NL
0015248,HR,3500,NL
0015249,HM,2950,NL
0015252,HR,3050,NL
0015265,HR,2900,NL
0015266,MW,2180,NL
0015270,HR,2610,NL
0015274,HM,2970,NL
0015277,HM,2400,NL
0015279,HR,9120,NL
0015281,MW,8400,NL
0015282,HM,8950,NL
0015285,MW,2650,NL
0015288,MW,6960,NL
0015291,HM,8560,NL
0015295,MW,1500,NL
0015296,HM,9000,NL
0015301,HR,3670,NL
0015304,HR,2960,NL
0015305,MW,3020,NL
0015312,HR,3920,NL
0015313,HM,8800,NL
0015316,HM,2350,NL
0015324,JU,3620,NL
0015331,HR,2520,NL
0015333,MW,1853,NL
0015334,MW,9050,NL
0015335,MW,9050,NL
0015336,HR,2960,NL
0015347,HM,2460,NL
0015350,HM,1140,NL
0015361,HR,9000,NL
0015370,HR,8300,NL
0015373,MW,2650,NL
0015375,MW,2980,NL
0015376,MW,8790,NL
0015377,HR,2170,NL
0015387,MW,3000,NL
0015388,MW,3200,NL
0015394,HM,2820,NL
0015397,FA,1745,NL
0015402,HM,2018,NL
0015403,HM,2060,NL
0015404,HR,8510,NL
0015406,MW,,NL
0015410,HM,3580,NL
0015412,HM,1850,NL
0015413,HM,1730,NL
0015418,,9831,NL
0015421,,8210,NL
0015422,MW,3512,NL
0015427,MW,1740,NL
0015430,MW,9000,NL
0015432,MW,1700,NL
0015435,HM,2850,NL
0015436,MW,2100,NL
0015438,MW,2950,NL
0015443,HM,3150,NL
0015447,HM,3090,NL
0015460,HR,9520,NL
0015462,HM,1790,NL
0015485,HR,2280,NL
0015488,JU,1840,NL
0015489,HR,1640,NL
0015494,HM,9930,NL
0015495,HM,2160,NL
0015497,HR,2960,NL
0015498,HR,2861,FR
0015499,MW,1180,FR
0015507,HM,3980,NL
0015509,HR,7503,FR
0015512,HM,9140,NL
0015518,HM,8530,NL
0015528,HR,3150,NL
0015530,HM,3630,NL
0015532,HR,3540,NL
0015536,HR,2570,NL
0015553,HM,9000,NL
0015560,HM,9150,NL
0015562,HM,9310,NL
0015563,HR,9830,NL
0015573,HM,3730,NL
0015581,MW,3140,NL
0015597,HM,9040,NL
0015599,HM,8900,NL
0015600,HM,2150,NL
0015601,HR,2200,NL
0015610,HR,2243,NL
0015623,HR,3000,NL
0015624,HR,9000,NL
0015626,HM,3930,NL
0015627,HR,8902,NL
0015638,HR,1790,NL
0015645,HM,2018,NL
0015653,MW,3201,NL
0015656,HR,3700,NL
0015663,HM,3803,NL
0015668,HM,8000,NL
0015669,MW,,NL
0015677,HM,2500,NL
0015678,MW,3930,NL
0015680,MW,9831,NL
0015683,MW,2900,NL
0015684,HR,2400,NL
0015686,HR,3650,NL
0015689,HR,1040,FR
0015690,HR,8200,NL
0015693,HR,2460,NL
0015694,MW,2460,NL
0015697,HM,7911,NL
0015699,HM,3590,NL
0015703,HM,8890,NL
0015706,HM,3500,NL
0015707,HM,3010,NL
0015709,FA,3120,NL
0015716,HM,9250,NL
0015717,MW,2330,NL
0015732,MW,3580,NL
0015734,MW,2640,NL
0015739,MW,4020,FR
0015742,HM,2400,NL
0015743,MW,2627,NL
0015746,MW,3061,NL
0015747,MW,3590,NL
0015749,HR,1480,FR
0015751,MW,4053,FR
0015752,HR,2330,NL
0015758,HM,2970,NL
0015759,HM,2280,NL
0015760,HM,2870,NL
0015761,HM,9308,NL
0015762,HR,2570,NL
0015763,HR,2640,NL
0015771,HR,9041,NL
0015781,HM,8800,NL
0015812,HM,3010,NL
0015815,HM,3210,NL
0015817,MW,3060,NL
0015821,FA,3590,NL
0015828,HM,2940,NL
0015830,HR,8790,NL
0015831,HM,8670,NL
0015834,HR,9031,NL
0015836,HR,2950,FR
0015838,HR,2660,NL
0015840,HR,2640,NL
0015845,MW,3220,NL
0015847,MW,3270,NL
0015848,MW,3071,NL
0015862,HM,3920,NL
0015867,MW,9840,NL
0015873,HM,8510,NL
0015874,HM,2910,NL
0015882,HM,2180,NL
0015887,FA,2100,NL
0015888,HM,3270,NL
0015889,HR,9112,NL
0015893,HR,3660,NL
0015895,MW,9280,NL
0015902,HM,2930,NL
0015906,HR,3920,NL
0015912,MW,3530,NL
0015915,HR,1742,NL
0015921,HM,2640,NL
0015924,HM,2910,NL
0015925,HM,2040,NL
0015927,HR,2100,NL
0015929,HR,2220,NL
0015937,HR,3050,NL
0015939,HR,9120,NL
0015947,HM,3190,NL
0015948,HM,9200,NL
0015950,MW,2070,NL
0015961,HR,3583,NL
0015965,HM,3500,NL
0015969,HM,9160,NL
0015972,HM,9230,NL
0015987,HR,9230,NL
0015990,HR,2600,NL
0016000,MW,8310,NL
0016001,HR,9220,NL
0016002,HM,,FR
0016003,HR,4000,FR
0016007,MW,7500,FR
0016020,HM,8820,NL
0016044,MW,1700,NL
0016054,HR,2640,NL
0016061,MW,2610,NL
0016068,FA,2050,NL
0016077,FA,2280,NL
0016087,HR,2018,NL
0016096,MW,2170,NL
0016097,HM,8660,NL
0016099,MW,8000,NL
0016102,HR,9120,NL
0016118,HR,2320,NL
0016131,HM,2260,NL
0016141,HM,8380,NL
0016143,FA,3201,NL
0016147,JU,1703,NL
0016149,MW,7334,FR
0016150,MW,4960,FR
0016152,MW,4020,FR
0016154,HR,8310,NL
0016156,HR,3530,NL
0016165,,2340,NL
0016172,MW,1731,NL
0016176,MW,3000,NL
0016178,HR,8000,NL
0016182,HM,3800,NL
0016190,HM,3500,NL
0016198,HM,1740,NL
0016200,,3120,NL
0016208,HR,1731,NL
0016222,HR,9051,NL
0016226,HM,8510,NL
0016233,HM,9500,NL
0016236,HR,1180,FR
0016249,HM,2990,NL
0016267,HR,8501,NL
0016271,HR,4841,FR
0016276,MW,1840,NL
0016277,,9255,NL
0016280,HM,8310,NL
0016283,HR,2018,NL
0016292,HR,2250,NL
0016297,HM,2950,NL
0016302,HM,2960,NL
0016304,MW,2140,NL
0016310,MW,9000,NL
0016313,,3970,NL
0016318,HM,9052,NL
0016326,FA,9840,NL
0016335,MW,9240,NL
0016336,MW,9200,NL
0016340,HR,9310,NL
0016348,HM,2570,NL
0016351,FA,2290,NL
0016355,HM,3990,NL
0016365,HR,3500,NL
0016369,HM,2460,NL
0016373,HR,9900,NL
0016385,HM,2100,NL
0016388,HR,3191,NL
0016392,HM,9290,NL
0016406,HM,2640,NL
0016410,MW,2950,NL
0016413,HM,9032,NL
0016422,MW,2140,NL
0016425,HM,2970,NL
0016433,MW,1800,NL
0016435,HM,9860,NL
0016442,HM,2200,NL
0016443,HR,2640,NL
0016444,HR,2100,NL
0016448,MW,2660,NL
0016466,MW,2300,NL
0016469,MW,2980,NL
0016470,HM,2640,NL
0016471,HR,2100,NL
0016505,MW,1040,FR
0016508,HR,2861,NL
0016510,HM,3990,NL
0016513,FA,2060,NL
0016514,MW,2100,NL
0016517,HM,2370,NL
0016519,MW,2018,NL
0016524,HR,9660,NL
0016539,HM,3001,NL
0016542,HM,8020,NL
0016549,HM,2170,NL
0016552,HR,2170,NL
0016553,HR,2630,NL
0016559,HM,1745,NL
0016560,MW,3200,NL
0016561,HR,3300,NL
0016562,HM,3700,NL
0016569,HR,2300,NL
0016570,FA,2160,NL
0016574,,8820,NL
0016575,JU,2500,NL
0016577,HM,2950,NL
0016584,HM,2140,NL
0016585,HR,2250,NL
0016586,HM,2800,NL
0016593,MW,8560,NL
0016600,HR,2610,NL
0016602,HR,1850,NL
0016612,HM,2170,NL
0016619,HR,2610,NL
0016624,HM,8200,NL
0016626,HR,8000,NL
0016628,MW,9032,NL
0016632,HM,9000,NL
0016635,MW,6997,NL
0016638,FA,1500,NL
0016643,HR,2930,NL
0016645,MW,2300,NL
0016647,HM,8550,NL
0016652,HR,1850,NL
0016653,,1982,NL
0016657,HM,2600,NL
0016660,MW,1500,NL
0016662,HM,1600,NL
0016678,MW,2540,NL
0016680,HM,2560,NL
0016683,HR,2440,NL
0016686,MW,2220,NL
0016687,MW,2235,NL
0016693,HM,2930,NL
0016695,HM,9340,NL
0016706,MW,2242,NL
0016714,HM,9991,NL
0016726,FA,3010,NL
0016733,HR,3740,NL
0016738,HM,2018,NL
0016762,MW,1703,NL
0016763,HM,3560,NL
0016764,HM,1500,NL
0016767,HM,2930,NL
0016776,MW,9190,NL
0016778,HR,1930,NL
0016782,HM,2610,NL
0016784,HR,2100,NL
0016805,HM,2060,NL
0016809,FA,2820,NL
0016826,HR,1950,NL
0016827,HM,3665,NL
0016840,MW,2150,NL
0016843,HM,3010,NL
0016847,,8210,NL
0016848,MW,8210,NL
0016864,MW,8400,NL
0016886,HR,3300,NL
0016896,HR,9080,NL
0016902,MW,1652,NL
0016904,MW,2018,NL
0016905,HM,9031,NL
0016914,MW,2070,NL
0016918,MW,2610,NL
0016919,HR,2300,NL
0016921,HM,8620,NL
0016925,HR,1840,NL
0016926,HR,9220,NL
0016930,MW,3070,NL
0016931,HM,9750,NL
0016932,FA,8450,NL
0016933,HR,9000,NL
0016946,HR,1820,NL
0016947,HR,1880,NL
0016952,HR,8800,NL
0016953,MW,3090,NL
0016959,HR,1501,NL
0016960,MW,2630,NL
0016962,HM,2970,NL
0016964,MW,2500,NL
0016967,FA,9070,NL
0016968,HM,2960,NL
0016974,HM,3150,NL
0016979,MW,3540,NL
0016985,HR,2100,NL
0016994,HR,2400,NL
0016995,MW,2200,NL
0016997,HM,3150,NL
0016998,MW,2800,NL
0017003,HR,2840,NL
0017009,HM,9473,NL
0017010,HR,8710,NL
0017017,HM,2910,NL
0017019,MW,2160,NL
0017025,MW,8400,NL
0017043,HR,2970,NL
0017044,JU,2280,NL
0017045,HR,2600,NL
0017049,MW,9000,NL
0017055,HR,2300,NL
0017057,MW,3010,NL
0017069,MW,9070,NL
0017073,HM,1910,NL
0017075,HM,3545,NL
0017077,HM,8560,NL
0017078,MW,2340,NL
0017080,HM,3665,NL
0017084,MW,2000,NL
0017088,HR,9900,NL
0017091,HR,2930,NL
0017093,HR,9890,NL
0017095,HR,9240,NL
0017099,MW,1785,NL
0017100,FA,1602,NL
0017114,HM,2550,NL
0017126,HR,3720,NL
0017127,MW,3400,NL
0017138,HR,3000,NL
0017144,HM,2275,NL
0017146,HR,3300,NL
0017149,HM,8500,NL
0017152,HM,2180,NL
0017163,HM,3800,NL
0017168,MW,6824,FR
0017171,FA,3950,NL
0017176,HR,9070,NL
0017178,MW,9041,NL
0017182,HM,2970,NL
0017185,HR,3140,NL
0017194,HR,3582,NL
0017195,HM,9300,NL
0017205,HR,8840,NL
0017208,HM,3930,NL
0017213,MW,5411,NL
0017217,FA,9800,NL
0017227,MW,3221,NL
0017239,MW,3010,NL
0017244,HM,2040,NL
0017247,HR,2890,NL
0017249,HM,2480,NL
0017251,HM,2840,NL
0017255,HM,8460,NL
0017266,MW,2150,NL
0017268,HM,8552,NL
0017271,MW,3290,NL
0017273,HM,2990,NL
0017283,HR,9120,NL
0017287,MW,9450,NL
0017289,MW,1785,NL
0017293,HM,2460,NL
0017300,HM,1200,NL
0017302,FA,8450,NL
0017306,HR,3500,NL
0017308,HM,1420,NL
0017314,MW,9050,NL
0017341,MW,2812,NL
0017342,HM,1750,NL
0017350,HM,3840,NL
0017374,HR,8830,NL
0017386,MW,3080,NL
0017394,MW,9000,NL
0017395,HM,2861,NL
0017396,HR,8200,NL
0017399,HR,3960,NL
0017402,MW,1785,NL
0017408,HM,8770,NL
0017440,HR,2860,NL
0017442,HR,9000,NL
0017452,MW,9200,NL
0017454,MW,1760,NL
0017455,MW,8710,NL
0017458,HR,2560,NL
0017464,HM,2540,NL
0017470,MW,1050,FR
0017472,MW,1320,FR
0017474,HM,7811,FR
0017478,HM,8870,NL
0017482,MW,9850,NL
0017488,HM,2970,NL
0017491,HR,2600,NL
0017494,HR,9831,NL
0017496,HM,8200,NL
0017497,HM,9040,NL
0017498,HR,2800,NL
0017500,HM,2440,NL
0017502,HR,8400,NL
0017508,HR,9700,NL
0017509,HR,2500,NL
0017512,MW,3520,NL
0017526,HM,2180,NL
0017534,MW,3290,NL
0017537,HR,8520,NL
0017538,MW,3960,NL
0017540,JU,3020,NL
0017549,HM,9220,NL
0017552,MW,8370,NL
0017558,MW,2270,NL
0017563,HM,3600,NL
0017565,HM,3120,NL
0017567,MW,1780,NL
0017571,HR,8020,FR
0017584,HR,2547,NL
0017585,MW,1840,NL
0017606,MW,9400,NL
0017609,HM,9190,NL
0017613,HR,1745,NL
0017627,MW,9031,NL
0017635,HM,2235,NL
0017636,HM,3770,NL
0017639,MW,9820,NL
0017645,HR,2650,NL
0017647,HR,3530,NL
0017650,HR,9100,NL
0017655,HM,1700,NL
0017658,HR,2580,NL
0017692,MW,9000,NL
0017694,MW,3800,NL
0017702,HM,1150,FR
0017705,MW,2150,NL
0017707,HM,3120,NL
0017714,HR,3990,NL
0017718,HR,2140,NL
0017726,,2560,NL
0017734,HR,6800,FR
0017740,HM,9820,NL
0017750,HR,8380,NL
0017751,HM,8200,NL
0017754,HR,9000,NL
0017757,HR,8200,NL
0017763,HM,3680,NL
0017766,MW,2018,NL
0017768,HM,9000,NL
0017777,HR,1020,NL
0017782,HR,2150,NL
0017786,MW,5002,FR
0017791,HM,2840,NL
0017796,HM,3600,NL
0017812,HR,2840,NL
0017813,HM,2550,NL
0017820,HM,3010,NL
0017828,JU,9600,NL
0017830,MW,8400,NL
0017837,HR,2812,NL
0017841,HM,2980,NL
0017852,HM,9100,NL
0017856,HR,2440,NL
0017859,HR,9140,NL
0017860,MW,8020,NL
0017863,MW,1180,NL
0017867,MW,3583,NL
0017869,MW,9280,NL
0017880,HM,1020,FR
0017893,HR,2100,NL
0017896,HM,1860,NL
0017898,MW,2650,NL
0017901,HR,3540,NL
0017902,MW,2600,NL
0017908,HM,2390,NL
0017913,JU,3500,NL
0017914,HM,2840,NL
0017915,HR,1910,NL
0017917,HR,9310,NL
0017923,HR,2370,NL
0017930,HR,,NL
0017933,MW,1982,NL
0017935,HR,1755,NL
0017947,HR,2340,NL
0017954,HM,8500,NL
0017955,HR,8510,NL
0017957,HR,2500,NL
0017959,HM,8400,NL
0017960,HR,1570,NL
0017961,HM,1840,NL
0017963,HM,2370,NL
0017965,MW,3061,NL
0017971,HR,2920,NL
0017972,MW,2950,NL
0017973,HM,2950,NL
0017974,HM,1130,NL
0017985,MW,3945,NL
0017989,HM,8460,NL
0017992,MW,9050,NL
0017997,HR,9280,NL
0017999,HM,2260,NL
0018007,HR,2430,NL
0018014,MW,2180,NL
0018015,HM,3530,NL
0018018,MW,7100,FR
0018021,HM,1785,NL
0018022,HR,2018,NL
0018025,HR,3010,NL
0018026,HR,3930,NL
0018027,HM,8790,NL
0018029,HM,3012,NL
0018032,MW,2018,NL
0018034,HM,2070,NL
0018036,MW,8670,NL
0018041,HM,2627,NL
0018044,HR,9940,NL
0018045,MW,9100,NL
0018053,HM,3680,NL
0018054,MW,3130,NL
0018066,HM,1981,NL
0018068,HR,8310,NL
0018071,MW,2200,NL
0018073,HM,3520,NL
0018080,MW,2230,NL
0018081,HM,3640,NL
0018086,HR,8550,NL
0018087,HR,1820,NL
0018088,MW,2850,NL
0018092,FA,2800,NL
0018095,HR,8970,NL
0018096,MW,9160,NL
0018100,MW,8770,NL
0018110,HM,2630,NL
0018111,HM,2440,NL
0018116,FA,3500,NL
0018120,HR,9080,NL
0018122,FA,9090,NL
0018124,HR,9831,NL
0018128,HR,9030,NL
0018133,MW,9000,NL
0018137,HM,3500,NL
0018140,HR,2812,NL
0018141,HM,4700,FR
0018142,MW,2640,NL
0018146,HR,2470,NL
0018150,,2200,NL
0018151,FA,8954,NL
0018153,HM,3570,NL
0018162,HR,8310,NL
0018165,MW,9032,NL
0018169,HM,2170,NL
0018171,HM,9140,NL
0018173,MW,1755,NL
0018175,HR,2170,NL
0018184,HR,2547,NL
0018185,HM,3920,NL
0018187,MW,1981,NL
0018194,HM,2100,NL
0018196,MW,2170,NL
0018198,HM,8310,NL
0018209,HR,1880,NL
0018210,MW,1080,NL
0018221,HM,2910,NL
0018229,MW,2030,NL
0018231,MW,3545,NL
0018245,HM,2160,NL
0018248,HM,2100,NL
0018249,HR,3690,NL
0018258,HR,2950,NL
0018263,MW,9000,NL
0018265,JU,9000,NL
0018270,MW,2840,NL
0018275,HR,2018,NL
0018287,HM,3520,NL
0018290,HR,2960,NL
0018292,HR,2170,NL
0018302,MW,2910,NL
0018312,MW,2500,NL
0018320,HM,3500,NL
0018345,HM,8851,NL
0018348,HR,3680,NL
0018349,HM,2180,NL
0018370,HR,3970,NL
0018371,MW,2360,NL
0018375,HM,2950,NL
0018379,MW,2020,NL
0018382,MW,2910,NL
0018383,HR,3920,NL
0018386,FA,9100,NL
0018387,HM,9160,NL
0018391,HM,8540,NL
0018392,MW,9000,NL
0018394,HM,2470,NL
0018396,HR,3510,NL
0018402,MW,2260,NL
0018407,HR,2350,NL
0018418,,2840,NL
0018422,HM,1981,NL
0018433,MW,8310,NL
0018453,MW,9111,NL
0018457,HM,2100,NL
0018460,MW,2550,NL
0018463,MW,9060,NL
0018464,FA,3090,FR
0018469,HM,3271,NL
0018471,HR,1730,NL
0018480,HM,1930,NL
0018483,MW,2220,NL
0018491,HM,L-44AA,FR
0018494,HR,2627,NL
0018497,MW,3018,NL
0018498,HM,2840,NL
0018500,FA,8920,NL
0018505,MW,9180,NL
0018510,MW,1651,NL
0018512,MW,2500,NL
0018517,HR,3080,NL
0018527,HM,2930,NL
0018533,HM,9260,NL
0018535,HR,3080,NL
0018542,MW,2550,NL
0018548,HM,2930,NL
0018550,HR,2430,NL
