EXTRELNO,EXRELACTCD,EXTRELSTDT,EXRELDATEN
160229,PS,2007-11-26,2007-12-02
160229,FP,2007-11-28,2011-07-05
160229,CT,2010-03-07,NaT
160234,PS,2007-11-26,NaT
160240,PS,2007-11-26,NaT
160241,PS,2007-11-26,NaT
160244,PS,2007-11-26,NaT
160246,PS,2007-11-26,2007-12-06
160246,FP,2007-11-28,NaT
160248,PS,2007-11-26,NaT
160249,PS,2007-11-26,2007-12-09
160249,FP,2007-11-28,NaT
160253,PS,2007-11-26,2007-12-17
160253,FP,2007-12-29,2014-01-19
160261,PS,2007-11-26,NaT
160263,PS,2007-11-26,2007-12-04
160263,FP,2007-11-28,NaT
160263,CT,2015-07-05,NaT
160266,PS,2007-11-26,NaT
160268,PS,2007-11-26,2008-02-03
160268,FP,2008-01-29,NaT
160278,PS,2007-11-26,NaT
160283,PS,2007-11-26,2007-12-03
160283,FP,2007-11-28,NaT
160291,PS,2007-11-26,2007-12-09
160291,FP,2007-11-28,2016-05-31
160291,CT,2010-03-07,NaT
160308,PS,2007-11-26,2007-12-09
160308,FP,2007-11-28,NaT
160309,PS,2007-11-26,2008-01-31
160309,FP,2008-01-29,NaT
160312,PS,2007-11-26,NaT
160325,PS,2007-11-26,2008-01-22
160325,FP,2008-01-29,NaT
160326,PS,2007-11-26,NaT
160348,PS,2007-11-26,NaT
160352,PS,2007-11-26,NaT
160358,PS,2007-11-26,2007-12-05
160358,FP,2007-11-28,2011-12-11
160362,PS,2007-11-26,NaT
160365,PS,2007-11-26,2008-01-06
160365,FP,2007-12-29,2012-04-15
160368,PS,2007-11-26,2007-12-06
160368,FP,2007-11-28,NaT
160376,PS,2007-11-26,2007-12-02
160376,FP,2007-11-28,2017-06-01
160377,PS,2007-11-26,2007-12-06
160377,FP,2007-11-28,NaT
160382,PS,2007-11-26,NaT
160388,PS,2007-11-26,2007-12-04
160388,FP,2007-11-28,2009-10-18
160388,CT,2007-12-16,NaT
160389,PS,2007-11-26,NaT
160394,PS,2007-11-26,NaT
160400,PS,2007-11-26,NaT
160405,PS,2007-11-26,2007-12-12
160405,FP,2007-12-29,2017-01-01
160418,PS,2007-11-26,NaT
160425,PS,2007-11-26,2008-01-16
160425,FP,2008-01-29,NaT
160429,PS,2007-11-26,2007-12-04
160429,FP,2007-11-28,NaT
160438,PS,2007-11-26,NaT
160439,PS,2007-11-26,2007-12-13
160439,FP,2007-12-29,NaT
160442,PS,2007-11-26,NaT
160449,PS,2007-11-26,NaT
160451,PS,2007-11-26,NaT
160455,PS,2007-11-26,NaT
160456,PS,2007-11-26,2007-12-03
160456,FP,2007-11-28,NaT
160459,PS,2007-11-26,2007-12-04
160459,FP,2007-11-28,NaT
160459,CT,2010-03-07,NaT
160461,PS,2007-11-26,NaT
160464,PS,2007-11-26,2007-12-09
160464,FP,2007-11-28,NaT
160464,CT,2014-03-06,NaT
160466,PS,2007-11-26,2007-12-05
160466,FP,2007-11-28,NaT
160474,PS,2007-11-26,NaT
160478,PS,2007-11-26,2013-07-01
160478,FP,2013-06-28,NaT
160490,PS,2007-11-26,NaT
160492,PS,2007-11-26,NaT
160499,PS,2007-11-26,NaT
160504,PS,2007-11-26,NaT
160505,PS,2007-11-26,2008-12-10
160505,FP,2008-11-27,NaT
160507,PS,2007-11-26,2007-12-04
160507,FP,2007-11-28,NaT
160511,PS,2007-11-26,2007-12-04
160511,FP,2007-11-28,2014-01-07
160527,PS,2007-11-26,NaT
160541,PS,2007-11-26,NaT
160552,PS,2007-11-26,NaT
160553,PS,2007-11-26,NaT
160555,PS,2007-11-26,NaT
160570,PS,2007-11-26,2007-12-10
160570,FP,2007-11-28,2011-01-05
160572,PS,2007-11-26,NaT
160573,PS,2007-11-26,NaT
160575,PS,2007-11-26,NaT
160577,PS,2007-11-26,2008-08-31
160577,FP,2008-08-28,NaT
160577,CT,2014-03-06,NaT
160585,PS,2007-11-26,NaT
160586,PS,2007-11-26,NaT
160596,PS,2007-11-26,2015-01-04
160596,FP,2014-12-29,2017-11-06
160597,PS,2007-11-26,NaT
160604,PS,2007-11-26,2007-12-06
160604,FP,2007-11-28,NaT
160614,PS,2007-11-26,NaT
160617,PS,2007-11-26,2008-01-08
160617,FP,2007-12-29,NaT
160619,PS,2007-11-26,2008-02-14
160619,FP,2008-02-26,NaT
160619,CT,2013-05-22,NaT
160622,PS,2007-11-26,2008-01-03
160622,FP,2007-12-29,2015-11-05
160623,PS,2007-11-26,2008-01-22
160623,FP,2008-01-29,2010-02-18
160623,FP,2013-12-29,2018-01-01
160635,PS,2007-11-26,2007-12-09
160635,FP,2007-11-28,NaT
160638,PS,2007-11-26,2007-12-06
160638,FP,2007-11-28,NaT
160642,PS,2007-11-26,NaT
160649,PS,2007-11-26,2008-01-06
160649,FP,2007-12-29,NaT
160649,CT,2013-05-22,NaT
160661,PS,2007-11-26,NaT
160672,PS,2007-11-26,NaT
160677,PS,2007-11-26,NaT
160678,PS,2007-11-26,2007-12-17
160678,FP,2007-12-29,NaT
160680,PS,2007-11-26,2007-12-05
160680,FP,2007-11-28,NaT
160687,PS,2007-11-26,NaT
160691,PS,2007-11-26,2007-12-06
160691,FP,2007-11-28,NaT
160692,PS,2007-11-26,NaT
160694,PS,2007-11-26,2007-12-04
160694,FP,2007-11-28,NaT
160694,CT,2016-12-19,NaT
160696,PS,2007-11-26,2008-01-24
160696,FP,2008-01-29,NaT
160723,PS,2007-11-26,NaT
160738,PS,2007-11-26,2008-01-30
160738,FP,2008-01-29,2019-04-25
160741,PS,2007-11-26,NaT
160742,PS,2007-11-26,NaT
160744,PS,2007-11-26,NaT
160764,PS,2007-11-26,NaT
160774,PS,2007-11-26,NaT
160775,PS,2007-11-26,NaT
160777,PS,2007-11-26,NaT
160778,PS,2007-11-26,NaT
160785,PS,2007-11-26,NaT
160800,PS,2007-11-26,2008-01-30
160800,FP,2008-01-29,2013-08-15
160807,PS,2007-11-26,NaT
160811,PS,2007-11-26,NaT
160812,PS,2007-11-26,2008-01-21
160812,FP,2008-01-29,NaT
160816,PS,2007-11-26,2007-12-19
160816,FP,2007-12-29,NaT
160818,PS,2007-11-26,NaT
160822,PS,2007-11-26,NaT
160827,PS,2007-11-26,2007-12-02
160827,FP,2007-11-28,2012-06-04
160830,PS,2007-11-26,2007-12-17
160830,FP,2007-12-29,2013-12-24
160843,PS,2007-11-26,NaT
160846,PS,2007-11-26,2007-12-06
160846,FP,2007-11-28,NaT
160850,PS,2007-11-26,NaT
160855,PS,2007-11-26,NaT
160856,PS,2007-11-26,NaT
160871,PS,2007-11-26,2007-12-05
160871,FP,2007-11-28,2015-05-27
160875,PS,2007-11-26,NaT
160878,PS,2007-11-26,2013-05-27
160878,CT,2013-05-27,NaT
160887,PS,2007-11-26,NaT
160894,PS,2007-11-26,NaT
160907,PS,2007-11-26,2007-12-05
160907,FP,2007-11-28,2011-12-06
160926,PS,2007-11-26,NaT
160927,PS,2007-11-26,NaT
160934,PS,2007-11-26,2007-12-02
160934,FP,2007-11-28,NaT
160945,PS,2007-11-26,2008-08-18
160945,FP,2008-08-28,2020-01-09
160945,CT,2010-03-07,NaT
160947,PS,2007-11-26,2008-01-20
160947,FP,2008-01-29,NaT
160948,PS,2007-11-26,2007-12-06
160948,FP,2007-11-28,NaT
160948,CT,2010-03-07,NaT
160952,PS,2007-11-26,NaT
160961,PS,2007-11-26,NaT
160967,PS,2007-11-26,NaT
160969,PS,2007-11-26,NaT
160970,PS,2007-11-26,NaT
160972,PS,2007-11-26,2007-12-04
160972,FP,2007-11-28,NaT
160991,PS,2007-11-26,NaT
160994,PS,2007-11-26,2007-12-03
160994,FP,2007-11-28,NaT
160998,PS,2007-11-26,2008-02-20
160998,FP,2008-02-26,NaT
161008,PS,2007-11-26,2008-01-13
161008,FP,2008-01-29,2008-09-25
161011,PS,2007-11-26,2008-01-02
161011,FP,2007-12-29,NaT
161013,PS,2007-11-26,2007-12-03
161013,FP,2007-11-28,NaT
161014,PS,2007-11-26,2007-12-27
161014,FP,2007-12-29,NaT
161023,PS,2007-11-26,NaT
161030,PS,2007-11-26,NaT
161035,PS,2007-11-26,2007-12-25
161035,FP,2007-12-29,2011-01-02
161035,CT,2010-03-07,NaT
161037,PS,2007-11-26,2007-12-03
161037,FP,2007-11-28,NaT
161037,CT,2011-10-16,NaT
161044,PS,2007-11-26,2007-12-03
161044,FP,2007-11-28,2010-02-15
161053,PS,2007-11-26,2007-12-04
161053,FP,2007-11-28,NaT
161053,CT,2015-01-25,NaT
161057,PS,2007-11-26,2007-12-27
161057,FP,2007-12-29,NaT
161061,PS,2007-11-26,2007-12-06
161061,FP,2007-11-28,NaT
161067,PS,2007-11-26,2008-01-24
161067,FP,2008-01-29,NaT
161070,PS,2007-11-26,NaT
161071,PS,2007-11-26,2007-12-04
161071,FP,2007-11-28,2008-02-25
161079,PS,2007-11-26,2007-12-04
161079,FP,2007-11-28,2008-08-18
161093,PS,2007-11-26,2007-12-03
161093,FP,2007-11-28,NaT
161097,PS,2007-11-26,2008-01-31
161097,FP,2008-01-29,2012-12-11
161104,PS,2007-11-26,2007-12-18
161104,FP,2007-12-29,2017-10-23
161105,PS,2007-11-26,2007-12-03
161105,FP,2007-11-28,NaT
161110,PS,2007-11-26,NaT
161112,PS,2007-11-26,2007-12-02
161112,FP,2007-11-28,NaT
161112,CT,2014-03-23,NaT
161129,PS,2007-11-26,2008-02-03
161129,FP,2008-01-29,2008-12-03
161139,PS,2007-11-26,2008-01-06
161139,FP,2007-12-29,2019-10-16
161141,PS,2007-11-26,NaT
161144,PS,2007-11-26,NaT
161146,PS,2007-11-26,NaT
161148,PS,2007-11-26,NaT
161156,PS,2007-11-26,NaT
161162,PS,2007-11-26,2007-12-18
161162,FP,2007-12-29,NaT
161164,PS,2007-11-26,2008-03-03
161164,FP,2008-02-26,NaT
161166,PS,2007-11-26,NaT
161167,PS,2007-11-26,NaT
161170,PS,2007-11-26,2007-12-18
161170,FP,2007-12-29,2010-06-28
161175,PS,2007-11-26,NaT
161180,PS,2007-11-26,NaT
161181,PS,2007-11-26,2007-12-17
161181,FP,2007-12-29,2018-03-07
161183,PS,2007-11-26,2007-12-19
161183,FP,2007-12-29,NaT
161183,CT,2012-02-20,NaT
161194,PS,2007-11-26,NaT
161200,PS,2007-11-26,NaT
161214,PS,2007-11-26,NaT
161218,PS,2007-11-26,NaT
161236,PS,2007-11-26,NaT
161238,PS,2007-11-26,NaT
161240,PS,2007-11-26,2007-12-02
161240,FP,2007-11-28,2008-09-24
161244,PS,2007-11-26,NaT
161248,PS,2007-11-26,2007-12-05
161248,FP,2007-11-28,NaT
161249,PS,2007-11-26,NaT
161257,PS,2007-11-26,2007-12-03
161257,FP,2007-11-28,2015-02-02
161278,PS,2007-11-26,NaT
161283,PS,2007-11-26,NaT
161287,PS,2007-11-26,NaT
161289,PS,2007-11-26,2007-12-03
161289,FP,2007-11-28,NaT
161291,PS,2007-11-26,NaT
161296,PS,2007-11-26,2008-01-21
161296,FP,2008-01-29,NaT
161300,PS,2007-11-26,NaT
161312,PS,2007-11-26,2008-01-10
161312,FP,2007-12-29,2016-06-01
161335,PS,2007-11-26,NaT
161337,PS,2007-11-26,NaT
161344,PS,2007-11-26,NaT
161346,PS,2007-11-26,2008-01-22
161346,FP,2008-01-29,2012-06-04
161347,PS,2007-11-26,2008-01-16
161347,FP,2008-01-29,2014-06-22
161348,PS,2007-11-26,NaT
161349,PS,2007-11-26,NaT
161351,PS,2007-11-26,NaT
161354,PS,2007-11-26,2008-01-31
161354,FP,2008-01-29,2011-05-22
161358,PS,2007-11-26,2008-02-03
161358,FP,2008-01-29,NaT
161366,PS,2007-11-26,2008-01-20
161366,FP,2008-01-29,NaT
161374,PS,2007-11-26,2008-01-02
161374,FP,2007-12-29,2017-02-02
161374,CT,2015-07-21,NaT
161375,PS,2007-11-26,2008-01-20
161375,FP,2008-01-29,2009-06-03
161378,PS,2007-11-26,NaT
161384,PS,2007-11-26,NaT
161389,PS,2007-11-26,NaT
161401,PS,2007-11-26,NaT
161404,PS,2007-11-26,2007-12-05
161404,FP,2007-11-28,2012-12-09
161404,CT,2010-03-07,NaT
161408,PS,2007-11-26,2007-12-04
161408,FP,2007-11-28,NaT
161417,PS,2007-11-26,2007-12-04
161417,FP,2007-11-28,2015-03-10
161436,PS,2007-11-26,2007-12-03
161436,FP,2007-11-28,NaT
161436,CT,2011-10-23,NaT
161446,PS,2007-11-26,NaT
161450,PS,2007-11-26,2007-12-03
161450,FP,2007-11-28,NaT
161451,PS,2007-11-26,NaT
161455,PS,2007-11-26,NaT
161458,PS,2007-11-26,NaT
161459,PS,2007-11-26,2008-01-30
161459,FP,2008-01-29,NaT
161473,PS,2007-11-26,2007-12-27
161473,FP,2007-12-29,NaT
161477,PS,2007-11-26,NaT
161478,PS,2007-11-26,NaT
161481,PS,2007-11-26,2008-01-21
161481,FP,2008-01-29,2016-02-28
161484,PS,2007-11-26,2008-01-30
161484,FP,2008-01-29,2014-02-02
161489,PS,2007-11-26,2007-12-04
161489,FP,2007-11-28,2009-02-25
161494,PS,2007-11-26,NaT
161499,PS,2007-11-26,NaT
161513,PS,2007-11-26,2008-03-02
161513,FP,2008-02-26,NaT
161523,PS,2007-11-26,2007-12-19
161523,FP,2007-12-29,NaT
161525,PS,2007-11-26,2008-01-22
161525,FP,2008-01-29,2017-08-09
161526,PS,2007-11-26,2008-01-23
161526,FP,2008-01-29,2018-04-30
161526,CT,2015-07-20,NaT
161527,PS,2007-11-26,2007-12-09
161527,FP,2007-11-28,NaT
161532,PS,2007-11-26,2008-02-11
161532,FP,2008-01-29,NaT
161539,PS,2007-11-26,NaT
161547,PS,2007-11-26,NaT
161569,PS,2007-11-26,NaT
161574,PS,2007-11-26,2007-12-04
161574,FP,2007-11-28,2008-09-28
161574,CT,2014-07-16,NaT
161580,PS,2007-11-26,2007-12-19
161580,FP,2007-12-29,2010-01-17
161580,CT,2010-01-20,NaT
161586,PS,2007-11-26,NaT
161598,PS,2007-11-26,2007-12-09
161598,FP,2007-11-28,NaT
161598,CT,2012-01-05,NaT
161599,PS,2007-11-26,NaT
161600,PS,2007-11-26,2008-01-20
161600,FP,2008-01-29,2016-05-08
161601,PS,2007-11-26,NaT
161612,PS,2007-11-26,NaT
161620,PS,2007-11-26,2007-12-03
161620,FP,2007-11-28,NaT
161623,PS,2007-11-26,2007-12-06
161623,FP,2007-11-28,NaT
161626,PS,2007-11-26,2008-01-23
161626,FP,2008-01-29,NaT
161629,PS,2007-11-26,2007-12-04
161629,FP,2007-11-28,NaT
161632,PS,2007-11-26,2007-12-05
161632,FP,2007-11-28,NaT
161634,PS,2007-11-26,2008-02-03
161634,FP,2008-01-29,NaT
161637,PS,2007-11-26,NaT
161638,PS,2007-11-26,2007-12-04
161638,FP,2007-11-28,NaT
161641,PS,2007-11-26,NaT
161651,PS,2007-11-26,NaT
161656,PS,2007-11-26,NaT
161664,PS,2007-11-26,2007-12-03
161664,FP,2007-11-28,NaT
161688,PS,2007-11-26,NaT
161695,PS,2007-11-26,NaT
161697,PS,2007-11-26,NaT
161698,PS,2007-11-26,2007-12-17
161698,FP,2007-12-29,2014-05-06
161702,PS,2007-11-26,NaT
161706,PS,2007-11-26,NaT
161713,PS,2007-11-26,2008-01-02
161713,FP,2007-12-29,2016-05-22
161715,PS,2007-11-26,NaT
161716,PS,2007-11-26,NaT
161718,PS,2007-11-26,NaT
161734,PS,2007-11-26,NaT
161736,PS,2007-11-26,2008-01-10
161736,FP,2007-12-29,2019-08-25
161744,PS,2007-11-26,NaT
161754,PS,2007-11-26,2007-12-04
161754,FP,2007-11-28,NaT
161756,PS,2007-11-26,NaT
161765,PS,2007-11-26,NaT
161778,PS,2007-11-26,2007-12-09
161778,FP,2007-11-28,2015-12-07
161781,PS,2007-11-26,2008-01-23
161781,FP,2008-01-29,NaT
161783,PS,2007-11-26,2008-01-13
161783,FP,2008-01-29,2016-01-10
161784,PS,2007-11-26,NaT
161785,PS,2007-11-26,NaT
161790,PS,2007-11-26,NaT
161797,PS,2007-11-26,2007-12-06
161797,FP,2007-11-28,NaT
161798,PS,2007-11-26,2007-12-17
161798,FP,2007-12-29,NaT
161798,CT,2010-12-07,NaT
161803,PS,2007-11-26,2007-12-03
161803,FP,2007-11-28,NaT
161806,PS,2007-11-26,2007-12-09
161806,FP,2007-11-28,NaT
161806,CT,2014-03-06,NaT
161807,PS,2007-11-26,2008-01-30
161807,FP,2008-01-29,NaT
161807,CT,2017-12-29,NaT
161808,PS,2007-11-26,2008-04-21
161808,FP,2008-04-27,NaT
161809,PS,2007-11-26,NaT
161813,PS,2007-11-26,2007-12-09
161813,FP,2007-11-28,NaT
161817,PS,2007-11-26,NaT
161823,PS,2007-11-26,2008-02-25
161823,FP,2008-02-26,2012-11-06
161823,CT,2011-11-29,2012-11-15
161823,FP,2012-11-27,NaT
161823,CT,2013-05-15,NaT
161829,PS,2007-11-26,NaT
161831,PS,2007-11-26,2007-12-11
161831,FP,2007-11-28,2018-06-19
161831,CT,2016-12-13,NaT
161846,PS,2007-11-26,2014-10-08
161846,FP,2014-09-28,NaT
161852,PS,2007-11-26,2008-02-21
161852,FP,2008-02-26,NaT
161862,PS,2007-11-26,NaT
161863,PS,2007-11-26,2008-01-22
161863,FP,2008-01-29,NaT
161870,PS,2007-11-26,NaT
161873,PS,2007-11-26,2008-01-02
161873,FP,2007-12-29,NaT
161886,PS,2007-11-26,2008-01-16
161886,FP,2008-01-29,2018-03-27
161887,PS,2007-11-26,2010-02-16
161887,FP,2010-02-26,NaT
161902,PS,2007-11-26,2008-01-22
161902,FP,2008-01-29,2015-05-25
161908,PS,2007-11-26,2007-12-11
161908,FP,2007-11-28,NaT
161908,CT,2010-09-13,NaT
161919,PS,2007-11-26,NaT
161926,PS,2007-11-26,2007-12-17
161926,FP,2007-12-29,2015-06-02
161930,PS,2007-11-26,NaT
161934,PS,2007-11-26,2007-12-05
161934,FP,2007-11-28,NaT
161938,PS,2007-11-26,NaT
161942,PS,2007-11-26,NaT
161944,PS,2007-11-26,NaT
161946,PS,2007-11-26,NaT
161954,PS,2007-11-26,NaT
161958,PS,2007-11-26,2008-01-07
161958,FP,2007-12-29,2014-02-02
161966,PS,2007-11-26,2007-12-02
161966,FP,2007-11-28,2008-09-29
161974,PS,2007-11-26,2009-01-20
161974,FP,2009-01-28,NaT
161976,PS,2007-11-26,NaT
161978,PS,2007-11-26,NaT
161983,PS,2007-11-26,NaT
161984,PS,2007-11-26,2008-02-11
161984,FP,2008-01-29,2012-03-18
161989,PS,2007-11-26,2007-12-17
161989,FP,2007-12-29,NaT
161990,PS,2007-11-26,2007-12-04
161990,FP,2007-11-28,NaT
161993,PS,2007-11-26,2007-12-05
161993,FP,2007-11-28,2020-01-05
161994,PS,2007-11-26,NaT
161996,PS,2007-11-26,NaT
161997,PS,2007-11-26,2007-12-04
161997,FP,2007-11-28,NaT
161997,CT,2013-06-06,NaT
161999,PS,2007-11-26,NaT
162001,PS,2007-11-26,2007-12-17
162001,FP,2007-12-29,NaT
162003,PS,2007-11-26,NaT
162004,PS,2007-11-26,NaT
162005,PS,2007-11-26,NaT
162006,PS,2007-11-26,2007-12-04
162006,FP,2007-11-28,NaT
162014,PS,2007-11-26,2007-12-03
162014,FP,2007-11-28,2016-02-01
162023,PS,2007-11-26,NaT
162025,PS,2007-11-26,2008-01-20
162025,FP,2008-01-29,NaT
162029,PS,2007-11-26,2008-02-05
162029,FP,2008-01-29,NaT
162031,PS,2007-11-26,NaT
162033,PS,2007-11-26,2007-12-04
162033,FP,2007-11-28,NaT
162034,PS,2007-11-26,2007-12-25
162034,FP,2007-12-29,2014-03-04
162034,CT,2010-03-07,NaT
162044,PS,2007-11-26,2007-12-05
162044,FP,2007-11-28,NaT
162046,PS,2007-11-26,2008-01-28
162046,FP,2008-01-29,2013-01-22
162049,PS,2007-11-26,2007-12-04
162049,FP,2007-11-28,NaT
162055,PS,2007-11-26,NaT
162056,PS,2007-11-26,2007-12-05
162056,FP,2007-11-28,NaT
162056,CT,2015-10-01,NaT
162057,PS,2007-11-26,NaT
162059,PS,2007-11-26,NaT
162073,PS,2007-11-26,NaT
162080,PS,2007-11-26,2007-12-03
162080,FP,2007-11-28,NaT
162083,PS,2007-11-26,NaT
162084,PS,2007-11-26,NaT
162090,PS,2007-11-26,2007-12-09
162090,FP,2007-11-28,2016-11-03
162104,PS,2007-11-26,NaT
162117,PS,2007-11-26,NaT
162118,PS,2007-11-26,NaT
162123,PS,2007-11-26,NaT
162124,PS,2007-11-26,NaT
162130,PS,2007-11-26,NaT
162133,PS,2007-11-26,NaT
162140,PS,2007-11-26,NaT
162152,PS,2007-11-26,2008-01-13
162152,FP,2008-01-29,NaT
162152,CT,2012-02-26,NaT
162156,PS,2007-11-26,2007-12-05
162156,FP,2007-11-28,NaT
162164,PS,2007-11-26,2007-12-09
162164,FP,2007-11-28,2010-03-08
162164,CT,2010-03-08,NaT
162165,PS,2007-11-26,2007-12-25
162165,FP,2007-12-29,NaT
162168,PS,2007-11-26,NaT
162171,PS,2007-11-26,2007-12-03
162171,FP,2007-11-28,NaT
162173,PS,2007-11-26,2015-02-08
162173,FP,2015-01-29,NaT
162177,PS,2007-11-26,2007-12-09
162177,FP,2007-11-28,2016-02-29
162177,CT,2014-03-06,NaT
162181,PS,2007-11-26,2007-12-04
162181,FP,2007-11-28,2018-07-26
162187,PS,2007-11-26,NaT
162189,PS,2007-11-26,2008-03-23
162189,FP,2008-03-28,NaT
162189,CT,2018-01-29,NaT
162201,PS,2007-11-26,2007-12-10
162201,FP,2007-11-28,NaT
162206,PS,2007-11-26,NaT
162212,PS,2007-11-26,NaT
162218,PS,2007-11-26,2008-01-30
162218,FP,2008-01-29,NaT
162218,CT,2013-05-22,NaT
162227,PS,2007-11-26,NaT
162251,PS,2007-11-26,NaT
162258,PS,2007-11-26,NaT
162259,PS,2007-11-26,NaT
162266,PS,2007-11-26,2007-12-04
162266,FP,2007-11-28,NaT
162267,PS,2007-11-26,2007-12-04
162267,FP,2007-11-28,NaT
162272,PS,2007-11-26,NaT
162274,PS,2007-11-26,2008-01-20
162274,FP,2008-01-29,2017-01-08
162275,PS,2007-11-26,2007-12-04
162275,FP,2007-11-28,NaT
162280,PS,2007-11-26,2007-12-04
162280,FP,2007-11-28,2010-09-05
162281,PS,2007-11-26,NaT
162286,PS,2007-11-26,2007-12-03
162286,FP,2007-11-28,2011-03-28
162286,CT,2011-04-07,NaT
162291,PS,2007-11-26,2007-12-02
162291,FP,2007-11-28,2008-06-30
162301,PS,2007-11-26,NaT
162302,PS,2007-11-26,NaT
162305,PS,2007-11-26,2007-12-04
162305,FP,2007-11-28,2013-06-05
162320,PS,2007-11-26,NaT
162321,PS,2007-11-26,NaT
162336,PS,2007-11-26,NaT
162343,PS,2007-11-26,NaT
162345,PS,2007-11-26,2007-12-03
162345,FP,2007-11-28,NaT
162345,CT,2007-12-10,NaT
162349,PS,2007-11-26,2007-12-04
162349,FP,2007-11-28,NaT
162365,PS,2007-11-26,2008-01-22
162365,FP,2008-01-29,NaT
162371,PS,2007-11-26,2007-12-03
162371,FP,2007-11-28,NaT
162373,PS,2007-11-26,NaT
162382,PS,2007-11-26,2007-12-09
162382,FP,2007-11-28,2014-05-05
162382,CT,2011-03-29,NaT
162385,PS,2007-11-26,NaT
162392,PS,2007-11-26,2007-12-06
162392,FP,2007-11-28,2010-11-29
162394,PS,2007-11-26,2007-12-19
162394,FP,2007-12-29,2012-12-25
162398,PS,2007-11-26,2009-02-05
162398,FP,2009-01-28,NaT
162400,PS,2007-11-26,NaT
162401,PS,2007-11-26,NaT
162408,PS,2007-11-26,2007-12-18
162408,FP,2007-12-29,NaT
162411,PS,2007-11-26,NaT
162425,PS,2007-11-26,NaT
162426,PS,2007-11-26,2007-12-10
162426,FP,2007-11-28,2015-05-27
162428,PS,2007-11-26,2008-02-11
162428,FP,2008-01-29,NaT
162429,PS,2007-11-26,2013-01-17
162429,FP,2013-01-28,NaT
162429,CT,2015-07-01,NaT
162436,PS,2007-11-26,2008-02-25
162436,FP,2008-02-26,2011-08-07
162439,PS,2007-11-26,2007-12-06
162439,FP,2007-11-28,NaT
162440,PS,2007-11-26,2007-12-03
162440,FP,2007-11-28,NaT
162445,PS,2007-11-26,NaT
162449,PS,2007-11-26,NaT
162453,PS,2007-11-26,2007-12-10
162453,FP,2007-11-28,NaT
162453,CT,2014-01-23,NaT
162456,PS,2007-11-26,2007-12-06
162456,FP,2007-11-28,NaT
162457,PS,2007-11-26,2007-12-27
162457,FP,2007-12-29,2011-08-07
162459,PS,2007-11-26,NaT
162460,PS,2007-11-26,2007-12-18
162460,FP,2007-12-29,NaT
162467,PS,2007-11-26,2007-12-04
162467,FP,2007-11-28,NaT
162477,PS,2007-11-26,NaT
162478,PS,2007-11-26,NaT
162488,PS,2007-11-26,2007-12-18
162488,FP,2007-12-29,2015-07-21
162496,PS,2007-11-26,NaT
162499,PS,2007-11-26,2008-01-21
162499,FP,2008-01-29,2016-02-07
162512,PS,2007-11-26,2007-12-17
162512,FP,2007-12-29,NaT
162520,PS,2007-11-26,2007-12-09
162520,FP,2007-11-28,NaT
162522,PS,2007-11-26,2007-12-06
162522,FP,2007-11-28,NaT
162528,PS,2007-11-26,NaT
162538,PS,2007-11-26,NaT
162545,PS,2007-11-26,2007-12-05
162545,FP,2007-11-28,2015-04-23
162546,PS,2007-11-26,NaT
162557,PS,2007-11-26,NaT
162560,PS,2007-11-26,2008-03-17
162560,FP,2008-03-28,NaT
162561,PS,2007-11-26,NaT
162564,PS,2007-11-26,NaT
162570,PS,2007-11-26,NaT
162572,PS,2007-11-26,NaT
162575,PS,2007-11-26,2007-12-06
162575,FP,2007-11-28,NaT
162575,CT,2010-03-07,NaT
162586,PS,2007-11-26,NaT
162596,PS,2007-11-26,2007-12-27
162596,FP,2007-12-29,NaT
162597,PS,2007-11-26,NaT
162609,PS,2007-11-26,NaT
162612,PS,2007-11-26,NaT
162613,PS,2007-11-26,2007-12-05
162613,FP,2007-11-28,NaT
162614,PS,2007-11-26,NaT
162619,PS,2007-11-26,2007-12-05
162619,FP,2007-11-28,NaT
162620,PS,2007-11-26,NaT
162630,PS,2007-11-26,NaT
162632,PS,2007-11-26,NaT
162633,PS,2007-11-26,NaT
162635,PS,2007-11-26,2007-12-03
162635,FP,2007-11-28,NaT
162636,PS,2007-11-26,NaT
162640,PS,2007-11-26,2008-01-22
162640,FP,2008-01-29,2015-01-26
162652,PS,2007-11-26,2007-12-18
162652,FP,2007-12-29,2009-06-29
162654,PS,2007-11-26,2008-01-23
162654,FP,2008-01-29,NaT
162657,PS,2007-11-26,2007-12-05
162657,FP,2007-11-28,NaT
162659,PS,2007-11-26,NaT
162665,PS,2007-11-26,2008-01-30
162665,FP,2008-01-29,NaT
162677,PS,2007-11-26,NaT
162679,PS,2007-11-26,NaT
162686,PS,2007-11-26,NaT
162688,PS,2007-11-26,2007-12-03
162688,FP,2007-11-28,NaT
162692,PS,2007-11-26,NaT
162694,PS,2007-11-26,NaT
162696,PS,2007-11-26,2008-01-08
162696,FP,2007-12-29,NaT
162698,PS,2007-11-26,2007-12-04
162698,FP,2007-11-28,NaT
162712,PS,2007-11-26,2008-02-07
162712,FP,2008-01-29,NaT
162712,CT,2017-10-29,NaT
162719,PS,2007-11-26,NaT
162720,PS,2007-11-26,2007-12-05
162720,FP,2007-11-28,NaT
162720,CT,2015-07-20,NaT
162721,PS,2007-11-26,2007-12-17
162721,FP,2007-12-29,NaT
162721,CT,2011-12-06,NaT
162730,PS,2007-11-26,2007-12-03
162730,FP,2007-11-28,NaT
162730,TR,2011-12-14,2012-06-13
