,Unnamed: 0,Monetary_score,Total_quantity,Number_order,recency_score,days_customer,amount_cc,amount_diet,amount_energy,amount_lemonade,amount_other,amount_sprite_fanta,amount_water,count,complaint,DaysLastcomp,Percentage_firstcall,DaysToClose,Daysdiff,ActualEmployees,CreditNumericScore,clv,spendingRatio,churn,high_value
826,826,2189.0,118,49,0,10131,742.0,526.0,459.0,0.0,0.0,248.0,214.0,0,0,206.527884796024,0.3748437586503249,0.656251624963095,-0.85137483086705,1.0,83.0,49860.0,0.021281096962681,0,0
830,830,3965.0,45,29,7,10132,945.0,1260.0,105.0,110.0,335.0,1210.0,0.0,0,0,195.726009491931,0.23459809016918,0.5949827557386229,-0.5363438238188929,6.0,93.0,76200.0,0.0077844403933498,0,0
835,835,5000.0,168,66,43,8121,1312.0,1792.0,0.0,256.0,360.0,1280.0,0.0,1,1,192.0,0.0,1.0,0.0,2.0,81.0,98160.0,0.0308679245283019,0,0
837,837,16717.0,662,156,7,9660,5257.0,6279.0,0.0,1532.0,2060.0,1589.0,0.0,1,1,352.0,1.0,0.283087819686053,-0.987602128380318,6.0,89.0,282960.0,0.029475,0,0
865,865,1468.0,82,17,38,9660,386.0,586.0,72.0,0.0,34.0,318.0,72.0,3,1,185.0,1.0,0.0,-0.666666666666667,2.0,86.0,27720.0,0.0191195683099687,0,0
868,868,7692.0,435,107,16,9660,3264.0,2620.0,0.0,72.0,72.0,1412.0,252.0,4,1,76.0,0.5,1.5,-1.4895833333333302,12.0,91.0,168540.0,0.0099257950530035,0,0
871,871,5680.6,261,124,9,9473,1085.0,2079.0,333.0,78.6,350.0,1755.0,0.0,0,0,176.26533202220298,0.4381843654324501,0.560351159956186,-1.0415692239972,5.0,93.0,98568.0,0.0120576514549511,0,0
890,890,2975.0,170,42,34,9660,791.0,681.0,106.0,1220.0,0.0,177.0,0.0,3,1,93.0,0.666666666666667,1.33333333333333,-0.333333333333333,4.0,75.0,63240.0,0.0270548626018603,0,0
894,894,3170.0,55,27,23,9660,630.0,1370.0,0.0,55.0,100.0,1015.0,0.0,6,1,28.0,0.166666666666667,0.75,-0.25,20.0,98.0,63000.0,0.0070441218931933,0,0
902,902,2376.0,118,52,6,8463,472.0,696.0,102.0,35.0,0.0,419.0,652.0,0,0,210.68944087904,0.4158186126598279,0.8213647575121559,-0.4032008131329409,93.0,96.0,39660.0,6.676767676767679e-05,0,0
905,905,1170.0,58,38,20,8289,172.0,208.0,172.0,340.0,0.0,138.0,140.0,0,0,185.472418135903,0.442923154089114,0.474694560615994,-0.3733926702785421,27.0,99.0,18780.0,0.0087415554175584,0,0
908,908,724.0,41,13,9,7707,267.0,263.0,105.0,18.0,0.0,71.0,0.0,0,0,203.522846446232,0.57722891914134,0.4153252573748139,-1.11876961896176,115.0,100.0,14580.0,1.0718775501202e-05,1,0
928,928,2349.6,130,59,23,9660,436.0,296.0,333.0,315.0,0.0,472.0,497.6,0,0,183.562363212459,0.439019583359904,0.677653525271362,-0.477293211350439,10.0,93.0,41447.99999999999,0.0015953810623556,0,0
951,951,97812.0,5459,1211,0,9660,28895.0,26780.0,0.0,1842.0,3110.0,31189.0,5996.0,3,1,156.0,0.666666666666667,1.0,0.0,1000.0,100.0,1809300.0,0.000400339867372,0,1
957,957,5414.0,309,49,0,10132,1871.0,1963.0,741.0,578.0,0.0,261.0,0.0,0,0,187.5113331295,0.459892055707128,0.5396715981500809,-0.554665636737813,30.0,100.0,133350.0,0.0009449404761904,0,0
962,962,4132.0,68,36,15,9660,2106.0,525.0,72.0,0.0,280.0,881.0,268.0,4,1,20.0,0.5,3.6666666666666696,0.0,4.0,85.0,72060.0,0.0110691244239631,1,0
969,969,2414.0,117,35,14,9660,1058.0,435.0,0.0,68.0,445.0,408.0,0.0,1,1,448.0,0.0,0.0,0.0,9.0,83.0,55590.0,0.0011036331149493,1,0
970,970,18192.0,572,295,6,9660,3214.0,5214.0,1344.0,5204.0,1122.0,664.0,1430.0,6,1,51.0,0.5,1.0,-0.2,13.0,94.0,378570.0,0.0129293032786885,0,0
986,986,8735.0,303,117,0,9974,3008.0,3520.0,928.0,0.0,255.0,1024.0,0.0,3,1,325.0,1.0,0.329539101960622,-0.505327172523486,2.0,85.0,151620.0,0.0096097756837096,0,0
987,987,940.0,52,8,37,9660,278.0,592.0,0.0,0.0,70.0,0.0,0.0,0,0,206.19772528166504,0.61316635752003,0.4020164134906679,-1.09421309202183,1.0,81.0,11160.0,0.0065263157894736,0,0
994,994,3430.8,368,39,22,7925,1221.0,1446.0,0.0,90.0,220.8,453.0,0.0,1,1,436.0,0.0,1.0,0.0,35.0,98.0,59790.0,0.0009861454725383,1,0
998,998,54778.4,2069,1044,3,8851,3761.0,3968.0,0.0,7790.0,21547.4,2544.0,15168.0,1,1,485.0,1.0,0.0,-1.0,1491.0,100.0,1049592.0,7.29929782426711e-05,0,1
1004,1004,8894.2,507,87,13,9660,3587.0,4517.0,0.0,0.0,121.0,542.0,127.2,1,1,7.0,0.0,0.0,-7.0,100.0,98.0,176586.0,0.0007833643864785,0,0
1007,1007,1819.0,105,24,3,9660,669.0,582.0,180.0,282.0,0.0,106.0,0.0,2,1,206.0,1.0,0.0,-0.5,25.0,99.0,45390.0,2.52166666666667e-05,1,0
1008,1008,18570.0,851,348,6,7946,7465.0,2760.0,5620.0,0.0,1000.0,1725.0,0.0,0,0,191.68624623201305,0.3745851456578649,0.631717680074835,-0.301865355615715,2.0,83.0,346650.0,0.1069907407407409,0,0
1014,1014,868.0,13,12,56,8263,35.0,53.0,0.0,0.0,780.0,0.0,0.0,0,0,184.083310553002,0.534964225982009,0.8886729542751379,-0.7560802742614721,3.0,88.0,16320.0,0.0029565217391304,1,0
1021,1021,6121.2,273,113,7,9660,836.0,940.0,386.0,1750.0,989.2,382.0,838.0,0,0,163.992893691951,0.5084221118498211,0.998280738753449,-0.5051747970077209,7.0,91.0,134196.0,0.0085203809523809,0,0
1022,1022,320841.2,15101,6539,0,9660,61903.0,84866.0,10927.0,16294.0,47243.2,48771.0,50837.0,0,0,125.418921502484,0.5590925124075949,0.270870448051078,-0.481471562337699,1.0,86.0,6217326.000000001,2.4381670588235296,0,1
1030,1030,573013.25,26252,5652,0,7930,101971.25,136590.05,57789.75,20037.0,92181.05,102356.55,62087.6,0,0,86.08010176542521,0.5987543316466251,0.412744051239488,-0.895989648611396,3.0,88.0,11005828.5,0.7723388421052628,0,1
1033,1033,54206.0,1051,686,1,7856,16606.0,19965.0,3281.0,7873.0,89.0,6272.0,120.0,8,1,168.0,0.875,0.25,-0.375,85.0,96.0,1066860.0,0.0088594917787742,0,1
1035,1035,57469.4,2703,1002,2,7821,8681.0,19659.0,1589.0,2386.0,13463.4,2449.0,9242.0,2,1,178.0,0.5,0.0,-0.5,5.0,85.0,1064682.0,0.1503788135593219,0,1
1037,1037,124782.25,6317,1852,3,7794,15571.4,59226.0,1827.6,5228.55,18170.05,4356.65,20402.0,0,0,181.01770520948503,0.6721105258700539,0.5758074013423471,-0.302131778874212,1000.0,99.0,2485692.0,0.0016675234260762,0,1
1046,1046,52980.0,598,292,2,7610,15444.0,12775.0,1540.0,5752.0,11040.0,6285.0,144.0,5,1,91.0,0.4,0.75,-0.25,17.0,94.0,1009650.0,0.0485642135642136,0,1
1050,1050,17124.0,692,86,13,7637,900.0,1240.0,796.0,7464.0,0.0,346.0,6378.0,0,0,187.363521750971,0.52653948629744,0.578472631028,-0.696867657129763,18.0,95.0,453540.0,0.0113840361445783,0,0
1066,1066,186274.8,2675,629,0,8477,30077.0,25055.0,12180.0,16238.0,88835.0,13497.0,392.8,0,0,177.063558967347,0.548897459411458,0.596088559773933,-0.383771699371248,75.0,96.0,3551514.0,0.0354973913043478,0,1
1068,1068,25756.0,1009,319,0,8477,1368.0,1044.0,1642.0,10901.0,899.0,9836.0,66.0,6,1,302.0,0.333333333333333,2.3333333333333304,0.0,7.0,86.0,499050.0,0.0479394812680115,0,0
1074,1074,72943.2,4297,612,8,3059,0.0,0.0,2096.0,5350.0,4016.2,0.0,61481.0,7,1,72.0,0.857142857142857,0.333333333333333,-1.0,6.0,81.0,1458995.9999999998,0.120379207920792,0,1
1075,1075,110748.8,6815,372,3,3058,0.0,36.0,0.0,0.0,23910.8,0.0,86802.0,10,1,109.0,0.7,0.2,-1.0,4.0,78.0,2554440.0,0.11277880794702,0,1
1079,1079,100292.8,2920,96,0,3055,33906.0,44760.0,0.0,-252.0,8312.0,7772.0,5794.8,5,1,70.0,0.8,1.0,0.0,70.0,95.0,1743984.0000000002,0.0123084480203261,0,1
1083,1083,172110.2,5532,520,6,3061,0.0,0.0,1050.0,26730.0,9941.2,0.0,134389.0,8,1,104.0,1.0,0.6,-0.8,48.0,86.0,3547320.0,0.0195735805330243,0,1
1089,1089,20259.99,1147,965,2,3058,4127.0,1559.0,1905.0,2767.0,4401.99,2280.0,3220.0,1,1,16.0,1.0,1.0,0.0,5.0,88.0,396822.30000000005,0.0456117586206897,0,0
1091,1091,9934.0,622,58,7,8477,2138.0,2837.0,1277.0,0.0,0.0,2170.0,1512.0,4,1,3.0,0.5,0.25,0.0,130.0,100.0,187860.0,0.0123686860579398,0,0
1093,1093,53799.6,3094,966,7,8477,10209.0,9971.0,8396.0,4245.0,3616.0,9989.0,7373.6,14,1,2.0,0.3571428571428571,1.08680555555556,0.0868055555555555,120.0,98.0,1055958.0,0.0453236530794897,0,1
1095,1095,3046.0,178,40,14,8477,738.0,578.0,840.0,68.0,221.0,601.0,0.0,1,1,462.0,0.0,1.0,0.0,20.0,95.0,25080.0,0.0173225737077761,1,0
1099,1099,3514.2,198,78,3,3062,923.0,660.0,607.0,497.8,0.0,592.0,234.4,0,0,198.376681339736,0.390845309815069,0.654941165376353,-0.7398489353250579,4.0,83.0,51516.0,0.0167232040503431,0,0
1102,1102,6275.2,337,137,23,3067,1427.0,2041.0,0.0,151.0,754.2,0.0,1902.0,0,0,212.976510481786,0.4644689112804361,0.564198874223548,-0.837589360390775,4.0,80.0,127404.0,0.0027170825335892,0,0
1123,1123,2182.0,107,40,37,8477,962.0,51.0,210.0,0.0,482.0,261.0,216.0,2,1,440.0,0.5,0.0,-2.9791666666666696,23.0,98.0,38940.0,0.0002067208154164,0,0
1126,1126,3625.2,221,81,9,8477,1171.0,1065.0,581.0,106.0,0.0,351.0,351.2,0,0,165.799853574972,0.6695253912826259,0.904900777915744,-0.313295801137164,3.0,86.0,65375.99999999999,0.0038775800711743,0,0
1131,1131,2902.0,169,73,23,8477,18.0,783.0,0.0,1591.0,0.0,18.0,492.0,0,0,179.814170878009,0.432764533975796,0.5764180349874329,-0.4338581087561661,10.0,96.0,57270.0,0.0002662482566248,0,0
1139,1139,60882.0,780,273,0,3061,24919.0,2432.0,5925.0,8182.0,4021.0,15233.0,170.0,4,1,84.0,0.75,0.75,0.5,8.0,88.0,1131900.0,0.0969922879177378,0,1
1144,1144,67803.0,1686,964,2,3059,14715.0,8601.0,19002.0,1760.0,14006.0,9719.0,0.0,9,1,58.0,0.8888888888888891,0.0,0.0,4.226193262395509,53.0,1357860.0,0.0974996434773639,0,1
1146,1146,152569.2,7399,960,3,3062,48875.0,24175.0,28845.0,1555.2,3007.0,28000.0,18112.0,0,0,172.12492967184397,0.556035372489838,0.6253907085778871,-0.42220259233786,3.0,75.0,2914356.0,0.244083417085427,0,1
1159,1159,6297.82,143,92,27,3081,2307.45,436.61,501.6,456.76,1382.84,1212.56,0.0,1,1,91.0,1.0,0.0,0.0,6.0,88.0,109004.7,0.0037497316821465,0,0
1160,1160,1519.0,47,22,49,3082,352.0,256.0,352.0,128.0,335.0,96.0,0.0,0,0,236.989954544728,0.52140139037146,1.97416083841587,0.563292976458494,4.0,88.0,36270.0,0.0064308510638297,1,0
1167,1167,10391.0,510,192,35,8582,1153.0,1808.0,1968.0,3618.0,36.0,874.0,934.0,4,1,157.0,1.0,0.0,-0.5,7.0,93.0,152970.0,0.0164330124224697,0,0
1168,1168,118791.2,5017,1870,7,3080,21360.4,29720.0,14700.0,2667.0,19765.4,26344.4,4234.0,56,1,9.0,0.9642857142857142,0.217391304347826,-0.0434782608695652,280.0,97.0,2315316.0,0.0405385762926373,0,1
1178,1178,2691.8,154,47,2,8582,1510.0,141.0,474.0,0.0,0.0,370.0,196.8,0,0,189.662243529063,0.443797906456403,0.692952465373812,-0.550270002698548,4.0,90.0,54864.0,0.0079581531161946,0,0
1187,1187,2901.4,134,63,37,3088,590.0,806.0,150.4,106.0,555.0,278.0,416.0,0,0,225.50986426185293,0.7414576779784309,0.489134891028618,-0.7441404469071509,2.0,80.0,54792.00000000001,0.0164540540540541,0,0
1204,1204,66493.0,894,532,6,3094,18170.0,12600.0,3795.0,9295.0,14698.0,7935.0,0.0,2,1,319.0,0.5,0.0,-1.0,10.0,89.0,1294500.0,0.0793198529411765,0,1
1205,1205,1775.0,39,19,22,8477,0.0,0.0,275.0,275.0,1120.0,105.0,0.0,2,1,262.0,0.5,0.0,-0.5,28.0,96.0,31050.0,0.0006268927922471,0,0
1212,1212,20025.0,235,95,16,3093,8610.0,2520.0,0.0,5115.0,0.0,3780.0,0.0,2,1,21.0,0.5,3.0,-2.0,3.0,85.0,401700.0,0.0701047120418848,0,0
1221,1221,34984.6,906,439,1,3095,3023.0,3123.0,2035.0,15744.2,4692.0,665.0,5702.4,5,1,22.0,0.0,0.0,-0.75,12.0,90.0,782837.9999999999,0.028961820199778,0,0
1227,1227,183121.32,4108,506,0,3094,48456.46,41448.51,23687.65,13186.94,0.0,26219.76,30122.0,7,1,24.0,0.5714285714285711,2.0,1.0,19.0,94.0,3406696.8,0.0538437932669512,0,1
1228,1228,19873.6,970,208,6,3096,8848.0,1114.0,451.6,436.0,1018.0,5562.0,2444.0,11,1,133.0,0.363636363636364,0.666666666666667,-0.5,14.0,90.0,373488.0,0.0071714285714285,0,0
1229,1229,75161.0,1911,1009,7,3095,25419.0,11733.0,7315.0,8210.0,1002.0,21414.0,68.0,10,1,37.0,1.0,0.5,-0.375,6.0,86.0,1353510.0,0.1550412371134019,0,1
1230,1230,54642.4,1656,771,0,3095,10008.0,9860.0,11302.8,3602.0,7548.8,5942.0,6378.8,5,1,30.0,0.8,1.0,0.0,8.0,88.0,1131432.0,0.0969521850899743,0,1
1235,1235,58332.65,739,426,0,3093,18375.0,5250.0,15627.65,8580.0,0.0,10500.0,0.0,1,1,85.0,0.0,1.0,1.0,10.0,89.0,1094335.5,0.075057304526749,0,1
1242,1242,57032.86,3108,1698,6,3104,15968.0,7630.0,5132.0,8104.0,3852.86,9186.0,7160.0,1,1,272.0,1.0,0.0,0.0,15.0,94.0,1134623.4,0.0434222502870264,0,1
1244,1244,14313.4,736,464,8,3100,1843.0,756.0,862.8,3397.2,3198.8,998.0,3257.6,0,0,192.76863835830503,0.4734999768609621,0.8041983108354509,-0.558721359130594,15.0,90.0,318162.0,0.0100145420207743,0,0
1255,1255,328632.95,14185,3975,2,3050,76478.45,77096.8,24337.7,6124.75,76348.8,47803.45,20443.0,5,1,20.0,0.4,1.75,-0.5,3.0,80.0,6535903.500000001,0.397561040145985,0,1
1262,1262,3914.0,223,61,56,3044,1000.0,158.0,808.0,0.0,703.0,1245.0,0.0,2,1,112.0,1.0,0.0,0.0,2.0,84.0,79170.0,0.0156153846153846,0,0
1263,1263,1392.0,77,9,41,3037,36.0,36.0,144.0,84.0,1020.0,36.0,36.0,1,1,71.0,0.0,0.0,-1.0,1.0,80.0,11160.0,0.0159899418252094,1,0
1276,1276,5440.4,142,70,15,3030,662.0,488.0,1154.4,714.0,102.0,418.0,1902.0,0,0,129.335390891528,0.4277641922314721,1.5405275550438795,0.3422456737229519,17.0,84.0,123912.0,0.005080442804428,0,0
1280,1280,4133.0,234,29,50,3033,1913.0,1576.0,50.0,0.0,0.0,594.0,0.0,1,1,65.0,0.0,1.0,0.0,3.06560926211691,48.0,65880.0,0.0141171474517166,0,0
1292,1292,1050.0,54,14,16,3027,490.0,140.0,0.0,210.0,70.0,0.0,140.0,0,0,207.077374844132,0.5122285046271661,0.9008428983543522,-0.642879390080784,3.0,90.0,16200.0,0.0124345973618365,1,0
1299,1299,72563.6,2418,318,29,3025,0.0,0.0,0.0,9500.0,44111.6,0.0,18952.0,0,0,220.578722347019,0.556530948330614,0.7141203006259901,-0.467206402893552,18.0,89.0,1202928.0,0.0123758024691358,0,1
1300,1300,98842.52,3171,680,3,3024,30802.53,31945.25,2037.99,8256.56,4869.63,18750.56,2180.0,11,1,38.0,0.7272727272727271,0.2,-0.4,200.0,96.0,1876373.7,0.0036057759714055,0,1
1315,1315,2030.0,166,58,28,3030,716.0,229.0,154.0,383.0,128.0,420.0,0.0,1,1,400.0,1.0,1.15672138471225,-4.20987015814553,3.0,83.0,37452.0,0.0061801980198019,1,0
1320,1320,128142.4,6699,810,0,3032,35304.0,20444.0,16643.4,7880.0,13647.0,24540.0,9684.0,22,1,1.0,0.590909090909091,0.869791666666667,-0.125,7.0,84.0,2580762.0,0.137067519170453,0,1
1324,1324,128513.0,5214,239,8,3027,15351.0,9760.0,15840.0,46632.0,0.0,7004.0,33926.0,1,1,129.0,1.0,1.0,0.0,5.0,90.0,2211540.0,0.2142965116279069,0,1
1331,1331,7240.0,271,116,1,3016,628.0,896.0,1294.0,2546.0,84.0,0.0,1792.0,4,1,280.0,0.5,0.0,-2.0,6.0,89.0,152880.0,0.0198287937743191,0,0
1332,1332,1432.0,41,17,35,3037,348.0,280.0,0.0,0.0,104.0,316.0,384.0,0,0,194.66324018634495,0.614439140085758,0.5357279285357041,-0.8649236751204491,6.0,81.0,30720.0,0.0028845070422535,1,0
1337,1337,188032.6,6921,225,7,3020,37525.0,23555.0,17238.0,12997.0,2905.0,28555.0,65257.6,1,1,45.0,1.0,0.0,-1.0,200.0,100.0,3201948.0000000005,0.0072571972530087,0,1
1342,1342,7894.8,211,129,3,3017,1998.0,594.0,2147.0,682.0,1879.6,387.0,207.2,2,1,275.0,1.0,0.5,0.0,4.0,85.0,162804.0,0.0291763440860215,0,0
1346,1346,17789.0,222,163,16,3033,4620.0,2310.0,4640.0,990.0,1940.0,2845.0,444.0,1,1,338.0,0.0,0.933480937403458,-0.459863348801313,11.0,89.0,273120.0,0.0170486891385768,0,0
1347,1347,241208.4,10170,2329,1,3032,24133.0,7130.0,16932.4,21328.0,52616.0,23914.0,95155.0,7,1,119.0,0.5714285714285711,0.0,-0.833333333333333,3.0,81.0,4902282.0,0.4266563968668409,0,1
1353,1353,36580.0,396,146,8,3024,11235.0,4305.0,14315.0,165.0,1155.0,5405.0,0.0,3,1,147.0,0.333333333333333,0.0,-1.0,15.0,92.0,891450.0,0.0190236875800256,0,0
1362,1362,92249.6,4704,1547,3,3002,28964.0,5224.0,11445.2,11064.0,13488.4,17762.0,4302.0,0,0,198.549935188153,0.6964197055922161,0.562295254978566,-0.539782560354184,6.0,80.0,1779108.0,0.183035802469136,0,1
1363,1363,16482.0,634,229,43,3005,68.0,68.0,34.0,7382.0,8590.0,0.0,340.0,2,1,24.0,0.5,0.0,-0.5,79.0,97.0,227460.0,0.0104049514127002,1,0
1372,1372,140523.0,7577,562,1,3016,62309.0,5250.0,6300.0,7535.0,8155.0,50974.0,0.0,5,1,3.0,0.6,1.6666666666666698,0.0,6.0,86.0,2702790.0,0.30959793814433,0,1
1375,1375,27620.0,315,222,2,3009,7560.0,5265.0,9060.0,990.0,1160.0,3585.0,0.0,3,1,21.0,0.666666666666667,1.33333333333333,-1.6666666666666698,13.0,93.0,533250.0,0.028125,0,0
1387,1387,22041.4,705,677,1,3012,2135.0,3156.0,3562.4,1712.0,3455.6,1534.0,6486.4,2,1,16.0,1.0,0.0,-1.0,2.0,85.0,429372.0,0.0518565217391304,0,0
1389,1389,9534.2,878,134,30,3004,1334.0,754.0,0.0,1352.0,2141.4,1169.0,2783.8,1,1,36.0,1.0,0.0,-7.0,3.0,76.0,199218.00000000003,0.010614434555702,0,0
1413,1413,50645.0,489,161,0,3006,29775.0,10185.0,275.0,330.0,0.0,10080.0,0.0,6,1,75.0,0.833333333333333,0.991666666666667,-2.4,6.0,86.0,835800.0,0.1146502057613169,0,0
1417,1417,1246.0,54,21,8,2995,794.0,137.0,243.0,0.0,0.0,72.0,0.0,0,0,174.74973679519695,0.5025323767519849,0.8335176258740309,-0.3999039282676369,3.0,85.0,28770.0,0.0027321937321937,0,0
1418,1418,1292.0,46,33,43,3004,174.0,208.0,106.0,104.0,40.0,348.0,312.0,1,1,342.0,1.0,1.04456515161938,0.019456533111698,6.0,91.0,25920.0,0.0010224852071005,0,0
1419,1419,2485.0,27,26,29,3004,630.0,525.0,635.0,275.0,0.0,420.0,0.0,0,0,175.55378219047,0.517982113597442,0.654426149565287,-0.61234653911028,23.0,91.0,28500.0,0.0008497316636851,1,0
1420,1420,34002.0,1013,506,0,3002,11346.0,4026.0,0.0,734.0,11244.0,6540.0,112.0,3,1,259.0,0.666666666666667,0.0,-0.5,2.0,80.0,881880.0,0.3030515463917529,0,0
1422,1422,9815.4,483,260,6,3010,204.0,204.0,0.0,2087.4,5032.0,0.0,2288.0,1,1,401.0,0.0,0.665642285569078,-0.271811021667876,5.0,81.0,188262.0,0.0087037447988904,0,0
1427,1427,4810.0,302,162,28,2995,1628.0,1134.0,0.0,418.0,104.0,1212.0,314.0,0,0,261.42457877795,0.553651210014519,0.782604872818058,-0.8268927853793371,9.0,88.0,83460.0,0.0066080760095011,1,0
1435,1435,7672.6,303,75,2,2998,1142.0,232.6,0.0,0.0,952.0,1124.4,4221.6,3,1,408.0,1.0,0.0,-1.0,34.0,98.0,181698.00000000003,0.0042843509140865,0,0
1441,1441,62661.8,1402,776,1,2998,24020.0,5130.0,15292.8,2302.0,2530.0,7602.0,5785.0,2,1,393.0,0.5,0.4773110242169349,-0.458174388162386,2.0,76.0,1305624.0,0.0636269005847953,0,1
1442,1442,106818.0,2180,1095,2,2998,36190.0,13254.0,36101.0,918.0,1650.0,11278.0,7427.0,1,1,90.0,1.0,0.0,0.0,8.0,90.0,1910070.0,0.1636735218509,0,1
1448,1448,12284.0,148,134,13,2998,3840.0,2315.0,0.0,1155.0,2960.0,1740.0,274.0,0,0,158.016710062438,0.474638071557298,1.1127101040915,-0.27143997229899,9.0,86.0,215880.0,0.0196076294277929,0,0
1466,1466,64653.0,4381,1612,3,2985,28328.0,8081.0,3157.0,3727.0,4645.0,16715.0,0.0,0,0,207.804274043599,0.680226947696781,0.78155376501297,-0.382072490820475,2.0,80.0,1164900.0,0.34981981981982,0,1
1481,1481,3110.0,55,30,21,2992,630.0,630.0,0.0,330.0,1415.0,105.0,0.0,1,1,66.0,1.0,0.0,-1.0,18.0,91.0,70650.0,0.0026050884955752,0,0
1501,1501,121841.6,4414,654,1,2985,30719.0,16841.0,27150.6,6334.0,3660.0,13889.0,23248.0,15,1,49.0,0.5333333333333329,0.142857142857143,-0.7857142857142858,5.0,80.0,2557338.0,0.0411809661835749,0,1
1509,1509,64953.0,773,426,1,2991,21490.0,5250.0,13090.0,9020.0,1778.0,14075.0,250.0,8,1,24.0,0.375,0.666666666666667,-1.16666666666667,10.0,89.0,1245720.0,0.085440329218107,0,1
1517,1517,67546.6,2455,1058,1,2981,14832.0,21437.0,7523.0,0.0,11000.6,9486.0,3268.0,9,1,10.0,0.666666666666667,0.7142857142857142,0.0,11.0,92.0,1238364.0,0.0647003134796238,0,1
1526,1526,62864.4,1043,744,6,2975,9762.0,3084.0,15381.4,3196.0,20500.0,3081.0,7860.0,9,1,6.0,0.666666666666667,1.16666666666667,-0.5,2.0,70.0,1307502.0,0.113794778067885,0,1
1538,1538,52974.2,1700,807,0,2967,3262.0,9972.0,1720.8,2196.8,3019.6,1996.0,30807.0,6,1,69.0,1.0,0.666666666666667,0.333333333333333,7.0,91.0,1037766.0,0.0471283378746594,0,1
1544,1544,63843.4,2059,1184,0,2970,5254.0,9200.0,4149.6,3584.8,5653.0,4270.0,31732.0,22,1,100.0,1.0,0.0,-0.1764705882352939,5.0,91.0,1292712.0,0.0822335877862595,0,1
1558,1558,35285.2,993,758,1,2968,6230.0,7048.0,4590.8,3352.0,4009.6,3246.0,6808.8,1,1,367.0,1.0,0.534935547134625,-0.541891942006919,3.0,90.0,669456.0,0.0379510204081633,0,0
1560,1560,88806.4,1156,674,2,2968,19425.0,23250.0,8305.0,14361.4,15490.0,7975.0,0.0,0,0,181.566387592779,0.5828721861234339,0.8049373529936229,-0.4853105061276939,50.0,93.0,1639542.0,0.0268425343811395,0,1
1573,1573,29183.8,1145,455,14,2967,4681.0,7823.0,2336.0,1254.0,4135.8,2097.0,6857.0,13,1,16.0,1.0,0.222222222222222,-0.555555555555556,170.0,95.0,563214.0,0.0270188824146897,0,0
1576,1576,3846.0,75,44,20,2963,978.0,1208.0,150.0,0.0,995.0,515.0,0.0,1,1,3.0,1.0,0.0,-1.0,30.0,93.0,62910.0,0.0014809322033898,1,0
1580,1580,1033145.0,59654,253,0,2960,579816.0,83256.0,0.0,0.0,0.0,370073.0,0.0,0,0,239.78767824157,0.4879713954354539,0.480868559285149,-0.0567741785358831,100.0,93.0,20817810.0,0.0151469451902298,0,1
1581,1581,1126.0,65,9,49,2957,674.0,452.0,0.0,0.0,0.0,0.0,0.0,0,0,203.85776014328,0.5648565873493671,0.791333990377656,-0.490035681109857,5.0,88.0,11340.0,0.0017914691943128,1,0
1588,1588,69060.0,736,370,6,2954,32445.0,17510.0,310.0,3300.0,0.0,15495.0,0.0,2,1,363.0,0.0,3.9583333333333295,-3.0,30.0,93.0,1293600.0,0.0362962962962963,0,1
1591,1591,68695.0,813,187,7,2957,20370.0,3780.0,24140.0,5775.0,3395.0,11235.0,0.0,7,1,199.0,0.5714285714285711,1.25,0.75,6.0,86.0,1262850.0,0.144656357388316,0,1
1596,1596,58351.6,3689,1630,1,2962,9668.0,3808.0,2238.0,10598.0,13477.6,18164.0,398.0,0,0,181.073095661216,0.735479205678134,0.70338826039527,-0.400517389879059,10.0,84.0,1133496.0,0.0651434482758621,0,1
1597,1597,169574.55,3913,971,6,2961,42786.8,27391.55,10645.1,11192.55,5848.45,19510.1,52200.0,10,1,16.0,0.3,0.6,-0.6,100.0,93.0,3347655.0,0.0192162045806785,0,1
1605,1605,33625.43,385,307,3,2939,12597.42,7812.65,7043.65,1882.52,0.0,4289.19,0.0,4,1,0.0,0.5,2.5,0.0,6.0,86.0,675762.9000000001,0.0819106545454545,0,0
1606,1606,3500.0,100,10,22,2953,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0,0,171.97837126572205,0.536863238751996,0.764436744305712,-0.578109212565031,5.0,76.0,74400.0,0.001756373937677,0,0
1608,1608,2639.4,82,17,38,2960,0.0,0.0,0.0,0.0,2056.0,0.0,583.4,0,0,172.984403721841,0.5105179602604121,0.651682816345702,-0.7061629631060591,12.0,91.0,41412.00000000001,0.0024048780487804,0,0
1610,1610,180.0,10,5,24,2956,0.0,0.0,0.0,36.0,0.0,144.0,0.0,0,0,240.27905773573104,0.5493583011501989,0.790925879932746,-0.751631620083833,2.0,81.0,5400.0,0.0018947368421052,1,0
1612,1612,72261.8,2859,1258,1,2943,20272.0,8681.0,1609.0,10504.0,10211.0,15822.0,5162.8,5,1,138.0,0.8,2.0,0.0,4.0,76.0,1494894.0000000002,0.0571442660550459,0,1
1614,1614,58558.8,2041,1348,8,2955,4722.0,136.0,952.8,0.0,18344.0,3600.0,30804.0,43,1,10.0,0.953488372093023,0.1515151515151519,-0.181818181818182,7.0,90.0,1197234.0,0.096395652173913,0,1
1616,1616,28911.0,950,680,2,2947,2754.0,5086.0,1890.0,1698.0,2548.0,1918.0,13017.0,2,1,67.0,0.0,0.5,0.0,50.0,93.0,517200.0,0.0058203916272788,0,0
